date,weekday,schedule_items,category_code,category,live_entries_before,disposition,action,live_entries_after
2017-04-02,日,噗呦噗呦 Tetris | 姐弟玩NS游戏 1-2SWITCH | 塞尔达传说：荒野之息,0,已有条目·内容一致,2017-04-02-live-01 | 2017-04-02-live-02 | 2017-04-02-live-03,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-04-02-live-01 | 2017-04-02-live-02 | 2017-04-02-live-03
2017-04-03,一,塞尔达传说：荒野之息 | 渣哥教学打人马,2,已有条目·缺内容,2017-04-03-live-01,节目单另记「渣哥教学打人马」，条目未收；只有节目单一处，未改条目,,2017-04-03-live-01
2017-04-04,二,姐弟玩NS游戏 1-2SWITCH | 超级炸弹人R Super Bomberman R | 塞尔达传说：荒野之息 | 渣哥教学打人马,2,已有条目·缺内容,2017-04-04-live-01,节目单另记「渣哥教学打人马」，条目未收；只有节目单一处，未改条目,,2017-04-04-live-01
2017-04-05,三,塞尔达传说：荒野之息,0,已有条目·内容一致,2017-04-05-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-04-05-live-01
2017-04-06,四,心灵砒霜275 | 冒险岛2 | 28封,0,已有条目·内容一致,2017-04-06-live-01 | 2017-04-06-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-04-06-live-01 | 2017-04-06-live-02
2017-04-07,五,,6,非直播／活动／休息,,节目单：空白,,
2017-04-08,六,,6,非直播／活动／休息,,节目单：空白,,
2017-04-09,日,,6,非直播／活动／休息,,节目单：空白,,
2017-04-10,一,塞尔达传说：荒野之息,0,已有条目·内容一致,2017-04-10-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-04-10-live-01
2017-04-11,二,塞尔达传说：荒野之息,0,已有条目·内容一致,2017-04-11-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-04-11-live-01
2017-04-12,三,血源,0,已有条目·内容一致,2017-04-12-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-04-12-live-01
2017-04-13,四,,6,非直播／活动／休息,,节目单：空白,,
2017-04-14,五,盛世天下～女帝篇,0,已有条目·内容一致,2017-04-14-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-04-14-live-01
2017-04-15,六,K歌 | 盛世天下～女帝篇 | 狼人杀,2,已有条目·缺内容,2017-04-15-live-01,节目单另记「K歌」，条目未收；只有节目单一处，未改条目,,2017-04-15-live-01
2017-04-16,日,唱歌、砒霜穿插唱歌 | 心灵砒霜180 | 邮件10 | 盛世天下～女帝篇,0,已有条目·内容一致,2017-04-16-live-01 | 2017-04-16-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-04-16-live-01 | 2017-04-16-live-02
2017-04-17,一,TGP 星露谷物语,0,已有条目·内容一致,2017-04-17-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-04-17-live-01
2017-04-18,二,噗哟噗哟俄罗斯方块PuyoPuyoTetris | 神奇男孩3：龙之陷阱Wonder Boy: The Dragon’s Trap,0,已有条目·内容一致,2017-04-18-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-04-18-live-01
2017-04-19,三,姐弟玩NS游戏 1-2SWITCH | 神奇男孩3：龙之陷阱Wonder Boy: The Dragon’s Trap,2,已有条目·缺内容,2017-04-19-live-01,节目单另记「姐弟玩NS游戏 1-2SWITCH」，条目未收；只有节目单一处，未改条目,,2017-04-19-live-01
2017-04-20,四,,6,非直播／活动／休息,,节目单：空白,,
2017-04-21,五,神奇男孩3：龙之陷阱Wonder Boy: The Dragon’s Trap | 唱歌解脱,0,已有条目·内容一致,2017-04-21-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-04-21-live-01
2017-04-22,六,,6,非直播／活动／休息,,节目单：空白,,
2017-04-23,日,心灵砒霜 | 15封 | 唱歌,0,已有条目·内容一致,2017-04-23-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-04-23-live-01
2017-04-24,一,剪剪世界Snipperclip | 唱歌,0,已有条目·内容一致,2017-04-24-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-04-24-live-01
2017-04-25,二,日,6,非直播／活动／休息,,节目单：日,,
2017-04-26,三,本,6,非直播／活动／休息,,节目单：本,,
2017-04-27,四,旅,6,非直播／活动／休息,,节目单：旅,,
2017-04-28,五,游,6,非直播／活动／休息,,节目单：游,,
2017-04-29,六,泡,6,非直播／活动／休息,,节目单：泡,,
2017-04-30,日,温,6,非直播／活动／休息,,节目单：温,,
2017-05-01,一,泉,6,非直播／活动／休息,,节目单：泉,,
2017-05-02,二,聊天吃饭玩威震天,0,已有条目·内容一致,2017-05-02-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-05-02-live-01
2017-05-03,三,猜谜游戏,0,已有条目·内容一致,2017-05-03-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-05-03-live-01
2017-05-04,四,聊天,0,已有条目·内容一致,2017-05-04-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-05-04-live-01
2017-05-05,五,马里奥赛车8,0,已有条目·内容一致,2017-05-05-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-05-05-live-01
2017-05-06,六,小小噩梦Little Nightmares,0,已有条目·内容一致,2017-05-06-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-05-06-live-01
2017-05-07,日,心灵砒霜194 | 26封 | 银魂22,0,已有条目·内容一致,2017-05-07-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-05-07-live-01
2017-05-08,一,,6,非直播／活动／休息,,节目单：空白,,
2017-05-09,二,汐,0,已有条目·内容一致,2017-05-09-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-05-09-live-01
2017-05-10,三,毛毡手工课 | 嘟子小姐姐,2,已有条目·缺内容,2017-05-10-live-01,节目单另记「毛毡手工课、嘟子小姐姐」，条目未收；只有节目单一处，未改条目,,2017-05-10-live-01
2017-05-11,四,,6,非直播／活动／休息,,节目单：空白,,
2017-05-12,五,艾迪芬奇的记忆What Remains of Edith Finch | 有顶天家族01,0,已有条目·内容一致,2017-05-12-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-05-12-live-02
2017-05-13,六,终点站Final Station | 有顶天家族02,0,已有条目·内容一致,2017-05-13-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-05-13-live-01
2017-05-14,日,心灵砒霜188 | 有顶天家族03 | 14封,0,已有条目·内容一致,2017-05-14-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-05-14-live-01
2017-05-15,一,终点站Final Station | 有顶天家族04,0,已有条目·内容一致,2017-05-15-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-05-15-live-01
2017-05-16,二,终点站Final Station DLC：The Only Traitor | 有顶天家族05/06 | 唱歌,0,已有条目·内容一致,2017-05-16-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-05-16-live-01
2017-05-17,三,死亡细胞DeadCells | 有顶天家族07,0,已有条目·内容一致,2017-05-17-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-05-17-live-01
2017-05-18,四,,6,非直播／活动／休息,,节目单：空白,,
2017-05-19,五,死亡细胞DeadCells | 有顶天家族08,0,已有条目·内容一致,2017-05-19-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-05-19-live-01
2017-05-20,六,机核网七周年,0,已有条目·内容一致,2017-05-20-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-05-20-live-01
2017-05-21,日,心灵砒霜231 | 有顶天家族09 | 21封,0,已有条目·内容一致,2017-05-21-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-05-21-live-01
2017-05-22,一,缺氧Oxygen not included,0,已有条目·内容一致,2017-05-22-live-01 | 2017-05-22-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-05-22-live-01 | 2017-05-22-live-02
2017-05-23,二,缺氧Oxygen not included | 有顶天家族10/11,0,已有条目·内容一致,2017-05-23-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-05-23-live-01
2017-05-24,三,见证者The Witness | 有顶天家族12,0,已有条目·内容一致,2017-05-24-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-05-24-live-01
2017-05-25,四,参加共青团“我的青春我的梦”讲座演讲,6,非直播／活动／休息,,节目单：参加共青团“我的青春我的梦”讲座演讲,,
2017-05-26,五,,6,非直播／活动／休息,,节目单：空白,,
2017-05-27,六,,6,非直播／活动／休息,,节目单：空白,,
2017-05-28,日,斗鱼武汉嘉年华,6,非直播／活动／休息,,节目单：斗鱼武汉嘉年华,,
2017-05-29,一,斗鱼武汉嘉年华,0,已有条目·内容一致,2017-05-29-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-05-29-live-01
2017-05-30,二,,6,非直播／活动／休息,,节目单：空白,,
2017-05-31,三,,6,非直播／活动／休息,,节目单：空白,,
2017-06-01,四,见证者The Witness,0,已有条目·内容一致,2017-06-01-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-06-01-live-01
2017-06-02,五,见证者The Witness,0,已有条目·内容一致,2017-06-02-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-06-02-live-01
2017-06-03,六,见证者The Witness 537 | 过12点,2,已有条目·缺内容,2017-06-03-live-01,节目单另记「过12点」，条目未收；只有节目单一处，未改条目,,2017-06-03-live-01
2017-06-04,日,心灵砒霜 | 唱歌 | 15封,0,已有条目·内容一致,2017-06-04-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-06-04-live-01
2017-06-05,一,姐弟玩NS游戏 1-2SWITCH、PuyoPuyo Tetris | 2017中国非物质文化遗产服饰秀77,2,已有条目·缺内容,2017-06-05-live-01,节目单另记「2017中国非物质文化遗产服饰秀77」，条目未收；只有节目单一处，未改条目,,2017-06-05-live-01
2017-06-06,二,大周国庆 | 唱歌,2,已有条目·缺内容,2017-06-06-live-01,节目单另记「大周国庆」，条目未收；只有节目单一处，未改条目,,2017-06-06-live-01
2017-06-07,三,,6,非直播／活动／休息,,节目单：空白,,
2017-06-08,四,守望先锋,0,已有条目·内容一致,2017-06-08-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-06-08-live-01
2017-06-09,五,生病卧床尬聊,4,仅节目单（候选）,,节目单：生病卧床尬聊。无快照、无同期帖、无录像，不建条目（生病卧床尬聊）,,
2017-06-10,六,尬聊 | LOL七号联机,0,已有条目·内容一致,2017-06-10-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-06-10-live-01
2017-06-11,日,飞LA,6,非直播／活动／休息,,节目单：飞LA,,
2017-06-12,一,LA酒店展前休整,2,已有条目·缺内容,2017-06-12-live-01,节目单另记「LA酒店展前休整」，条目未收；只有节目单一处，未改条目,,2017-06-12-live-01
2017-06-13,二,育碧展前发布会161 | 索尼发布会后聊天144,0,已有条目·内容一致,2017-06-13-live-01 | 2017-06-13-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-06-13-live-01 | 2017-06-13-live-02
2017-06-14,三,任天堂聊聊100 | 逛E3见朋友229 | LA凌晨四点见过吗？49,2,已有条目·缺内容,2017-06-14-live-01 | 2017-06-14-live-02,节目单另记「任天堂聊聊100、LA凌晨四点见过吗？49」，条目未收；只有节目单一处，未改条目,,2017-06-14-live-01 | 2017-06-14-live-02
2017-06-15,四,逛E3 184 | 唱歌聊天 23,0,已有条目·内容一致,2017-06-15-live-01 | 2017-06-15-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-06-15-live-01 | 2017-06-15-live-02
2017-06-16,五,班师回朝,6,非直播／活动／休息,,节目单：班师回朝,,
2017-06-17,六,休息,6,非直播／活动／休息,,节目单：休息,,
2017-06-18,日,心灵砒霜 | 邮件15 | 有顶天家族第二季01/02,0,已有条目·内容一致,2017-06-18-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-06-18-live-01
2017-06-19,一,聊天刷碗,4,仅节目单（候选）,,节目单：聊天刷碗。无快照、无同期帖、无录像，不建条目（聊天刷碗）,,
2017-06-20,二,北京广播电台录制节目 | 姐弟玩NS游戏：ARMS | 聊天,2,已有条目·缺内容,2017-06-20-live-01,节目单另记「北京广播电台录制节目」，条目未收；只有节目单一处，未改条目,,2017-06-20-live-01
2017-06-21,三,游戏：RiME | 有顶天家族第二季03/04,0,已有条目·内容一致,2017-06-21-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-06-21-live-01
2017-06-22,四,休息,6,非直播／活动／休息,,节目单：休息,,
2017-06-23,五,时尚芭莎公益视频录制76 | 游戏：RiME 158,2,已有条目·缺内容,2017-06-23-live-01 | 2017-06-23-live-02,节目单另记「时尚芭莎公益视频录制76」，条目未收；只有节目单一处，未改条目,,2017-06-23-live-01 | 2017-06-23-live-02
2017-06-24,六,姐弟玩KALIMBA 217 | 有顶天家族第二季05/06,0,已有条目·内容一致,2017-06-24-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-06-24-live-01
2017-06-25,日,心灵砒霜 | 有顶天家族第二季07/08 | 邮件16,0,已有条目·内容一致,2017-06-25-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-06-25-live-01
2017-06-26,一,有顶天家族京都巡礼Day1 | 晚上尬聊,0,已有条目·内容一致,2017-06-26-live-01 | 2017-06-26-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-06-26-live-01 | 2017-06-26-live-02
2017-06-27,二,有顶天家族京都巡礼Day2 | 森见登美彦专访,0,已有条目·内容一致,2017-06-27-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-06-27-live-01
2017-06-28,三,有顶天家族京都巡礼Day3 | 游览下鸭神社、六道珍皇寺,2,已有条目·缺内容,2017-06-28-live-01 | 2017-06-28-live-02,节目单另记「游览下鸭神社、六道珍皇寺」，条目未收；只有节目单一处，未改条目,,2017-06-28-live-01 | 2017-06-28-live-02
2017-06-29,四,有顶天家族京都巡礼Day4 | 星野比叡山罗特尔德饭店,2,已有条目·缺内容,2017-06-29-live-01,节目单另记「星野比叡山罗特尔德饭店」，条目未收；只有节目单一处，未改条目,,2017-06-29-live-01
2017-06-30,五,有顶天家族京都巡礼Day5 | 理发,0,已有条目·内容一致,2017-06-30-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-06-30-live-01
2017-07-01,六,唱歌97 | 空洞骑士138,0,已有条目·内容一致,2017-07-01-live-01 | 2017-07-01-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-07-01-live-01 | 2017-07-01-live-02
2017-07-02,日,生病,6,非直播／活动／休息,,节目单：生病,,
2017-07-03,一,生病,6,非直播／活动／休息,,节目单：生病,,
2017-07-04,二,艾波与欧波ibb & obb,0,已有条目·内容一致,2017-07-04-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-07-04-live-01
2017-07-05,三,英伟达显卡拍摄,6,非直播／活动／休息,,节目单：英伟达显卡拍摄,,
2017-07-06,四,Move or Die,0,已有条目·内容一致,2017-07-06-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-07-06-live-01
2017-07-07,五,小小噩梦DLC/Little Nightmares DLC | The room 01,2,已有条目·缺内容,2017-07-07-live-01,节目单另记「The room 01」，条目未收；只有节目单一处，未改条目,,2017-07-07-live-01
2017-07-08,六,尬聊 | 唱歌,0,已有条目·内容一致,2017-07-08-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-07-08-live-01
2017-07-09,日,心灵砒霜 | 邮件29,0,已有条目·内容一致,2017-07-09-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-07-09-live-01
2017-07-10,一,组装架子,2,已有条目·缺内容,2017-07-10-live-01,节目单另记「组装架子」，条目未收；只有节目单一处，未改条目,,2017-07-10-live-01
2017-07-11,二,Night in the Woods | OW,0,已有条目·内容一致,2017-07-11-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-07-11-live-01
2017-07-12,三,幼儿园Kindergarten,2,已有条目·缺内容,2017-07-12-live-01,节目单与葵kiss 同期贴吧记录都记这款游戏，条目原先没登记,补登 kindergarten,2017-07-12-live-01
2017-07-13,四,休息,6,非直播／活动／休息,,节目单：休息,,
2017-07-14,五,休息 | 换电脑,5,与更强的一手证据矛盾,2017-07-14-live-01,葵kiss 当天 17:19 发帖记「7/14 幼儿园(Kindergarten)」；节目单记「休息、换电脑」。两处矛盾，同期帖更早更直接,保留 2017-07-14-live-01（medium），不改,2017-07-14-live-01
2017-07-15,六,折腾摄像头 | 修电脑,2,已有条目·缺内容,2017-07-15-live-01,节目单另记「折腾摄像头、修电脑」，条目未收；只有节目单一处，未改条目,,2017-07-15-live-01
2017-07-16,日,参加霹雳中学 | 做饭,2,已有条目·缺内容,2017-07-16-live-01,节目单另记「参加霹雳中学」，条目未收；只有节目单一处，未改条目,,2017-07-16-live-01
2017-07-17,一,心灵砒霜 | 邮件18,0,已有条目·内容一致,2017-07-17-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-07-17-live-01
2017-07-18,二,我的世界第一天：开荒,0,已有条目·内容一致,2017-07-18-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-07-18-live-01
2017-07-19,三,我的世界第二天：做房子,0,已有条目·内容一致,2017-07-19-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-07-19-live-01
2017-07-20,四,休息,6,非直播／活动／休息,,节目单：休息,,
2017-07-21,五,我的世界第三天：农业,0,已有条目·内容一致,2017-07-21-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-07-21-live-01
2017-07-22,六,我的世界第四天：畜牧业,0,已有条目·内容一致,2017-07-22-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-07-22-live-01
2017-07-23,日,心灵砒霜 | 姐弟猜字119 | 邮件24,0,已有条目·内容一致,2017-07-23-live-01 | 2017-07-23-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-07-23-live-01 | 2017-07-23-live-02
2017-07-24,一,陪父母,6,非直播／活动／休息,,节目单：陪父母,,
2017-07-25,二,我的世界第五天：有没有邻居,0,已有条目·内容一致,2017-07-25-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-07-25-live-01
2017-07-26,三,索尼中国发布会,0,已有条目·内容一致,2017-07-26-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-07-26-live-01
2017-07-27,四,CJ,6,非直播／活动／休息,,节目单：CJ,,
2017-07-28,五,索尼展台,2,已有条目·缺内容,2017-07-28-live-01 | 2017-07-28-live-02,节目单另记「索尼展台」，条目未收；只有节目单一处，未改条目,,2017-07-28-live-01 | 2017-07-28-live-02
2017-07-29,六,参加狼叔节目,2,已有条目·缺内容,2017-07-29-live-01,节目单另记「参加狼叔节目」，条目未收；只有节目单一处，未改条目,,2017-07-29-live-01
2017-07-30,日,休息,6,非直播／活动／休息,,节目单：休息,,
2017-07-31,一,休息,6,非直播／活动／休息,,节目单：休息,,
2017-08-01,二,我的世界第六天：法定节假日,0,已有条目·内容一致,2017-08-01-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-08-01-live-01
2017-08-02,三,我的世界第七天：末影龙,0,已有条目·内容一致,2017-08-02-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-08-02-live-01
2017-08-03,四,,6,非直播／活动／休息,,节目单：空白,,
2017-08-04,五,我的世界第八天：末地之城,0,已有条目·内容一致,2017-08-04-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-08-04-live-01
2017-08-05,六,绝地救生116,0,已有条目·内容一致,2017-08-05-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-08-05-live-01
2017-08-06,日,心灵砒霜 | 邮件29封,4,仅节目单（候选）,,节目单：心灵砒霜 | 邮件29封。无快照、无同期帖、无录像，不建条目（心灵砒霜、邮件29封（贴吧同日记的绝地求生已定为 08-05））,,
2017-08-07,一,我的世界第九天：建筑大赛,0,已有条目·内容一致,2017-08-07-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-08-07-live-01
2017-08-08,二,半夜修仙76 | MC国服264 | 我的世界第十天：国服上线,2,已有条目·缺内容,2017-08-08-live-01 | 2017-08-08-live-02,节目单另记「半夜修仙76」，条目未收；只有节目单一处，未改条目,,2017-08-08-live-01 | 2017-08-08-live-02
2017-08-09,三,ibb&obb | 绝地求生,2,已有条目·缺内容,2017-08-09-live-01,节目单与葵kiss 同期贴吧记录都记这款游戏，条目原先没登记,补登 ibb-and-obb,2017-08-09-live-01
2017-08-10,四,休息,6,非直播／活动／休息,,节目单：休息,,
2017-08-11,五,几何冲刺 | 我的世界第十一天：国服小游戏,0,已有条目·内容一致,2017-08-11-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-08-11-live-01
2017-08-12,六,我的世界第十二天：竞选武状元,0,已有条目·内容一致,2017-08-12-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-08-12-live-01
2017-08-13,日,绝地救生 | 心灵砒霜22邮件 | 绝地救生,2,已有条目·缺内容,2017-08-13-live-01,节目单另记「绝地救生、绝地救生」，条目未收；只有节目单一处，未改条目,,2017-08-13-live-01
2017-08-14,一,我的世界第十三天：大周好声音,0,已有条目·内容一致,2017-08-14-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-08-14-live-01
2017-08-15,二,,6,非直播／活动／休息,,节目单：空白,,
2017-08-16,三,,6,非直播／活动／休息,,节目单：空白,,
2017-08-17,四,,6,非直播／活动／休息,,节目单：空白,,
2017-08-18,五,我的世界第十四天：美好回忆,0,已有条目·内容一致,2017-08-18-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-08-18-live-01
2017-08-19,六,尼德霍格2 Nidhgg2 | 绝地救生,0,已有条目·内容一致,2017-08-19-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-08-19-live-01
2017-08-20,日,太空化学SpaceChem | 心灵砒霜 | 22邮件,2,已有条目·缺内容,2017-08-20-live-01,节目单另记「太空化学SpaceChem」，条目未收；只有节目单一处，未改条目,,2017-08-20-live-01
2017-08-21,一,太空化学SpaceChem | 人力资源机器Human Resource Machine,2,已有条目·缺内容,2017-08-21-live-01,节目单另记「太空化学SpaceChem」，条目未收；只有节目单一处，未改条目,,2017-08-21-live-01
2017-08-22,二,绝地救生,0,已有条目·内容一致,2017-08-22-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-08-22-live-01
2017-08-23,三,百战天虫W.M.D,0,已有条目·内容一致,2017-08-23-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-08-23-live-01
2017-08-24,四,休息,6,非直播／活动／休息,,节目单：休息,,
2017-08-25,五,缺氧Oxygen Not Included,0,已有条目·内容一致,2017-08-25-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-08-25-live-01
2017-08-26,六,缺氧Oxygen Not Included | 两刀,2,已有条目·缺内容,2017-08-26-live-01,节目单另记「两刀」，条目未收；只有节目单一处，未改条目,,2017-08-26-live-01
2017-08-27,日,心灵砒霜 | 邮件25,0,已有条目·内容一致,2017-08-27-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-08-27-live-01
2017-08-28,一,请假,6,非直播／活动／休息,,节目单：请假,,
2017-08-29,二,我的世界第十五天：七夕过后,0,已有条目·内容一致,2017-08-29-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-08-29-live-01
2017-08-30,三,相扑人Sumoman,0,已有条目·内容一致,2017-08-30-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-08-30-live-01
2017-08-31,四,休息,6,非直播／活动／休息,,节目单：休息,,
2017-09-01,五,喜剧之夜ComedyNight | 相扑人Sumoman,2,已有条目·缺内容,2017-09-01-live-01,节目单与葵kiss 同期贴吧记录都记这款游戏，条目原先没登记,补登 comedy-night,2017-09-01-live-01
2017-09-02,六,啪嗒砰Patapon,0,已有条目·内容一致,2017-09-02-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-09-02-live-01
2017-09-03,日,上海活动准备,6,非直播／活动／休息,,节目单：上海活动准备,,
2017-09-04,一,索尼中国影院派对-地平线零之曙光体验会,0,已有条目·内容一致,2017-09-04-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-09-04-live-01
2017-09-05,二,回程,6,非直播／活动／休息,,节目单：回程,,
2017-09-06,三,啪嗒砰Patapon,0,已有条目·内容一致,2017-09-06-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-09-06-live-01
2017-09-07,四,绝地救生,0,已有条目·内容一致,2017-09-07-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-09-07-live-01
2017-09-08,五,啪嗒砰Patapon,0,已有条目·内容一致,2017-09-08-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-09-08-live-01
2017-09-09,六,尬聊 | 绝地救生,2,已有条目·缺内容,2017-09-09-live-01,节目单与葵kiss 同期贴吧记录都记这款游戏，条目原先没登记,补登 pubg,2017-09-09-live-01
2017-09-10,日,辣眼睛 | 心灵砒霜 | 邮件20,2,已有条目·缺内容,2017-09-10-live-01,节目单另记「辣眼睛」，条目未收；只有节目单一处，未改条目,,2017-09-10-live-01
2017-09-11,一,马里奥和疯狂兔子:王国大战 Mario + Rabbids Kingdom Battle,0,已有条目·内容一致,2017-09-11-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-09-11-live-01
2017-09-12,二,逛菜场买菜做饭,0,已有条目·内容一致,2017-09-12-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-09-12-live-01
2017-09-13,三,马里奥和疯狂兔子:王国大战 Mario + Rabbids Kingdom Battle,0,已有条目·内容一致,2017-09-13-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-09-13-live-01
2017-09-14,四,广州陶陶居吃饭,0,已有条目·内容一致,2017-09-14-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2017-09-14-live-01
