date,weekday,schedule_items,category_code,category,live_entries_before,disposition,action,live_entries_after
2015-10-25,周日,心灵砒霜,0,已在档,2015-10-25-live-01,心灵砒霜吻合,,2015-10-25-live-01
2015-10-26,周一,传说之下undertale,0,已在档,2015-10-26-live-01,Undertale 吻合,,2015-10-26-live-01
2015-10-27,周二,传说之下undertale,0,已在档,2015-10-27-live-01,Undertale 吻合,,2015-10-27-live-01
2015-10-28,周三,传说之下undertale,0,已在档,2015-10-28-live-01,Undertale 吻合,,2015-10-28-live-01
2015-10-29,周四,奇异人生,0,已在档,2015-10-29-live-01,奇异人生吻合,,2015-10-29-live-01
2015-10-30,周五,心灵砒霜,0,已在档,2015-10-30-live-01 2015-10-30-video-01,心灵砒霜吻合,,2015-10-30-live-01 2015-10-30-video-01
2015-11-02,周一,MC剧情模式 | 千万不能看,1,独立证实同日开播,,快照缩略图 11-02 17:39 证实开播；节目单 MC 剧情模式、千万不能看,新建 2015-11-02-live-01（medium）,2015-11-02-live-01
2015-11-04,周三,poly bridge,0,已在档,2015-11-04-live-01,Poly Bridge 吻合,,2015-11-04-live-01
2015-11-05,周四,MC室内装修大赛,0,已在档,2015-11-05-live-01,MC 吻合,,2015-11-05-live-01
2015-11-06,周五,不机械城,1,独立证实同日开播,,快照缩略图 11-06 18:42 证实开播，标题「试玩：不机械城」，与节目单一致,新建 2015-11-06-live-01,2015-11-06-live-01
2015-11-08,周日,心灵砒霜,0,已在档,2015-11-08-live-01,心灵砒霜吻合,,2015-11-08-live-01
2015-11-09,周一,md游戏：火箭骑士 | 小象露露 | SOMA | 早上做瑜伽,4,仅节目单（候选）,,火箭骑士、小象露露、SOMA、早上做瑜伽，无独立证据,,
2015-11-10,周二,小象露露 | 请不要碰任何东西 | 放逐之城,2,既有条目补内容,2015-11-10-live-01,日期由列表页快照证实，标题「提醒我每天两关小象露露」；节目单小象露露（Rolo to the Rescue）、请不要碰任何东西、放逐之城,补 rolo-to-the-rescue,2015-11-10-live-01
2015-11-11,周三,放逐之城,1,独立证实同日开播,,贴吧 11-11 16:23「今天一听66说一亏本」、18:06「小桀还送火箭呢」证实开播；节目单放逐之城,新建 2015-11-11-live-01,2015-11-11-live-01
2015-11-12,周四,放逐之城,1,独立证实同日开播,,快照缩略图 11-12 17:10 证实开播；节目单放逐之城,新建 2015-11-12-live-01,2015-11-12-live-01
2015-11-15,周日,心灵砒霜 | 古墓丽影,2,既有条目补内容,2015-11-15-live-01,心灵砒霜吻合；当天直播间标题「上午古墓，下午砒霜」，节目单也列古墓丽影,补 rise-of-the-tomb-raider,2015-11-15-live-01
2015-11-16,周一,古墓丽影 | 十月歌会,0,已在档,2015-11-16-live-01,古墓丽影、歌会吻合,,2015-11-16-live-01
2015-11-17,周二,游史诗工坊 | 古墓丽影,1,独立证实同日开播,,快照缩略图 11-17 18:24 证实开播；节目单古墓丽影、游史诗工坊；11-16 一手是古墓丽影,新建 2015-11-17-live-01（medium）,2015-11-17-live-01
2015-11-18,周三,直播搬家 | 心灵砒霜,1,独立证实同日开播,,快照缩略图 11-18 19:12 证实开播，标题「距离搬家结束还有十二小时」，与节目单「直播搬家」一致；另列心灵砒霜,新建 2015-11-18-live-01,2015-11-18-live-01
2015-11-24,周二,新家首秀 | 古墓丽影,2,既有条目补内容,2015-11-24-live-01,日期由快照证实，标题「士别三日当chuox」；节目单新家首秀、古墓丽影，次日 11-25 一手是古墓丽影,节目单内容写进 note，games 不动（当天内容只有节目单）,2015-11-24-live-01
2015-11-25,周三,古墓丽影,0,已在档,2015-11-25-live-01,古墓丽影吻合,,2015-11-25-live-01
2015-11-26,周四,心灵砒霜,0,已在档,2015-11-26-live-01,心灵砒霜吻合,,2015-11-26-live-01
2015-11-27,周五,古墓丽影 | banished放逐之城,0,已在档,2015-11-27-live-01,古墓丽影吻合；另列放逐之城未补,,2015-11-27-live-01
2015-11-29,周日,海岛大亨,4,仅节目单（候选）,,海岛大亨，无独立证据（贴吧当天 15:17 还在问「今天还直播吗」）,,
2015-11-30,周一,80后主题餐厅 | 66夜话,0,已在档,2015-11-30-live-01,深夜聊天吻合（「66夜话」）；另列 80 后主题餐厅,,2015-11-30-live-01
2015-12-02,周三,直播新家,4,仅节目单（候选）,,直播新家，无独立证据,,
2015-12-03,周四,节奏天国 | 文明5,0,已在档,2015-12-03-live-01,节奏天国吻合；另列文明5未补,,2015-12-03-live-01
2015-12-04,周五,节奏天国,1,独立证实同日开播,,快照缩略图 12-04 19:53 证实开播；节目单节奏天国，12-03、12-07 一手都是节奏天国,新建 2015-12-04-live-01（medium）,2015-12-04-live-01
2015-12-06,周日,心灵砒霜,1,独立证实同日开播,,快照 12-06 15:16 正在直播、列表页 15:41 在列，标题「今天会早点下」；节目单心灵砒霜,新建 2015-12-06-live-01,2015-12-06-live-01
2015-12-07,周一,节奏天国,0,已在档,2015-12-07-live-01,节奏天国吻合,,2015-12-07-live-01
2015-12-08,周二,节奏天国,1,独立证实同日开播,,快照缩略图 12-08 19:03 证实开播（标题「雾霾天智商打2折」）；节目单节奏天国，12-07 一手是节奏天国,新建 2015-12-08-live-01（medium）,2015-12-08-live-01
2015-12-09,周三,微博峰会发姐视角,6,非直播或活动,,「微博峰会发姐视角」：活动，看陈一发的直播视角，不是她自己房间的直播,,
2015-12-10,周四,节奏天国,4,仅节目单（候选）,,节奏天国，无独立证据,,
2015-12-11,周五,故宫游 | 重力异想世界,0,已在档,2015-12-11-live-01,故宫吻合；另列重力异想世界（当晚她直播间另有一次开播，可能就是这个），未补,,2015-12-11-live-01
2015-12-13,周日,心灵砒霜,0,已在档,2015-12-13-live-01,心灵砒霜吻合,,2015-12-13-live-01
2015-12-14,周一,路易鬼屋2,4,仅节目单（候选）,,路易鬼屋2。12-15 上午截图里直播间标题已是「路易鬼屋是个好游戏」，说明标题在 12-15 开播前就设了，可能 12-14 玩过，未证实,,
2015-12-15,周二,节奏天国,5,与更强的一手证据矛盾,2015-12-15-live-01,日期吻合（快照）；节目单写节奏天国，直播间标题是「路易鬼屋是个好游戏」，以标题为准,,2015-12-15-live-01
2015-12-16,周三,路易鬼屋2,4,仅节目单（候选）,,路易鬼屋2，无独立证据,,
2015-12-17,周四,太空工程师 | 节奏天国,1,独立证实同日开播,,快照缩略图 12-17 19:07 证实开播，标题「今天下午4点播」；贴吧同日 18:20「66是用什么游戏机玩的节奏天国啊」；节目单太空工程师、节奏天国,新建 2015-12-17-live-01,2015-12-17-live-01
2015-12-19,周六,心灵砒霜 | 节奏天国,0,已在档,2015-12-19-live-01,心灵砒霜吻合；另列节奏天国未补,,2015-12-19-live-01
2015-12-21,周一,唠嗑,4,仅节目单（候选）,,唠嗑，无独立证据,,
2015-12-22,周二,牛耳奖（主持） | 锈色湖畔,0,已在档,2015-12-22-live-01,锈湖吻合；另列牛耳奖（主持）,,2015-12-22-live-01
2015-12-23,周三,路易鬼屋,0,已在档,2015-12-23-live-01,路易鬼屋吻合,,2015-12-23-live-01
2015-12-24,周四,斗鱼MC圣诞比赛评分 | 装饰圣诞树,0,已在档,2015-12-24-live-01,MC 圣诞比赛评分吻合,,2015-12-24-live-01
2015-12-25,周五,圣诞聊天,0,已在档,2015-12-25-live-01,圣诞聊天吻合,,2015-12-25-live-01
2015-12-28,周一,生病了，随便聊聊,3,疑似相邻日错位,,「生病了，随便聊聊」。快照标题是请病假，唯一有证据的开播是 12-29 18:00；这一行可能就是 12-29 那场，或当天短暂开过，未证实,,
2015-12-29,周二,刷微博 | 节奏天国 | 聊天,1,独立证实同日开播,,快照缩略图 12-29 18:00 证实开播（标题「哎。。。请病假」）；节目单刷微博、节奏天国、聊天,新建 2015-12-29-live-01,2015-12-29-live-01
