vid,upload_cst,duration,title,status,archive_entry,note
XMjk3MjgxNTg2OA==,2017-08-16 05:00,50:34,【女流】我的世界《大周建国史》全流程第10天Part2,可补来源·既有条目,2017-08-08-live-02,大周建国史第10天；档案标题「大周MC第十天」天数一致
XMjk3MjgxNjk1Ng==,2017-08-16 04:59,52:04,【女流】我的世界《大周建国史》全流程第11天Part1,疑为直播录像·直播日未定,2017-08-12-live-01 / 2017-08-14-live-01 / 未收场次（待核）,大周建国史第11天；第10天=8/8 之后、08-16 凌晨上传之前。候选：8/12「竞选武状元」、8/14「大周好声音」（贴吧均记 MC 1.12），以及贴吧与档案都没有的 8/10、8/15；时长不吻合，需音频核对
XMjk3MjgyODcyOA==,2017-08-16 04:48,76:21,【女流】我的世界《大周建国史》全流程第12天Part2,疑为直播录像·直播日未定,2017-08-12-live-01 / 2017-08-14-live-01 / 未收场次（待核）,大周建国史第12天；第10天=8/8 之后、08-16 凌晨上传之前。候选：8/12「竞选武状元」、8/14「大周好声音」（贴吧均记 MC 1.12），以及贴吧与档案都没有的 8/10、8/15；时长不吻合，需音频核对
XMjk3MjgzMDc3Mg==,2017-08-16 04:46,76:22,【女流】我的世界《大周建国史》全流程第12天Part3,疑为直播录像·直播日未定,2017-08-12-live-01 / 2017-08-14-live-01 / 未收场次（待核）,大周建国史第12天；第10天=8/8 之后、08-16 凌晨上传之前。候选：8/12「竞选武状元」、8/14「大周好声音」（贴吧均记 MC 1.12），以及贴吧与档案都没有的 8/10、8/15；时长不吻合，需音频核对
XMjk3MjgyNzM4OA==,2017-08-16 04:42,76:21,【女流】我的世界《大周建国史》全流程第12天Part1,疑为直播录像·直播日未定,2017-08-12-live-01 / 2017-08-14-live-01 / 未收场次（待核）,大周建国史第12天；第10天=8/8 之后、08-16 凌晨上传之前。候选：8/12「竞选武状元」、8/14「大周好声音」（贴吧均记 MC 1.12），以及贴吧与档案都没有的 8/10、8/15；时长不吻合，需音频核对
XMjk3MjgzMTI1Ng==,2017-08-16 04:18,77:57,【女流】我的世界《大周建国史》全流程第13天Part1,疑为直播录像·直播日未定,2017-08-12-live-01 / 2017-08-14-live-01 / 未收场次（待核）,大周建国史第13天；第10天=8/8 之后、08-16 凌晨上传之前。候选：8/12「竞选武状元」、8/14「大周好声音」（贴吧均记 MC 1.12），以及贴吧与档案都没有的 8/10、8/15；时长不吻合，需音频核对
XMjk3MjgzMjI1Mg==,2017-08-16 04:08,77:58,【女流】我的世界《大周建国史》全流程第13天Part2,疑为直播录像·直播日未定,2017-08-12-live-01 / 2017-08-14-live-01 / 未收场次（待核）,大周建国史第13天；第10天=8/8 之后、08-16 凌晨上传之前。候选：8/12「竞选武状元」、8/14「大周好声音」（贴吧均记 MC 1.12），以及贴吧与档案都没有的 8/10、8/15；时长不吻合，需音频核对
XMjk3MjgxOTM4MA==,2017-08-16 04:01,62:05,【女流】我的世界《大周建国史》全流程第11天Part2,疑为直播录像·直播日未定,2017-08-12-live-01 / 2017-08-14-live-01 / 未收场次（待核）,大周建国史第11天；第10天=8/8 之后、08-16 凌晨上传之前。候选：8/12「竞选武状元」、8/14「大周好声音」（贴吧均记 MC 1.12），以及贴吧与档案都没有的 8/10、8/15；时长不吻合，需音频核对
XMjk3MjgxNTEyMA==,2017-08-16 03:56,86:13,【女流】我的世界《大周建国史》全流程第10天Part1,可补来源·既有条目,2017-08-08-live-02,大周建国史第10天；档案标题「大周MC第十天」天数一致
XMjk1NDI1MTE4OA==,2017-08-09 06:09,99:38,【女流】我的世界《大周建国史》全流程第09天Part2,可补来源·既有条目,2017-08-07-live-01,大周建国史第9天；档案标题「大周MC第九天」天数一致
XMjk1NDI1MTE0NA==,2017-08-09 06:05,99:39,【女流】我的世界《大周建国史》全流程第09天Part1,可补来源·既有条目,2017-08-07-live-01,大周建国史第9天；档案标题「大周MC第九天」天数一致
XMjk1MDYwMTY2OA==,2017-08-07 16:49,64:26,【女流】我的世界《大周建国史》全流程第08天Part2,可补来源·既有条目,2017-08-04-live-01,大周建国史第8天；档案标题「大周MC第八天」天数一致
XMjk1MDU1NjA0OA==,2017-08-07 16:47,69:10,【女流】我的世界《大周建国史》全流程第07天Part2,可补来源·既有条目,2017-08-02-live-01,大周建国史第7天；档案 08-02「我的世界」；贴吧 8/2 记 MC 1.12；按 1.12 服 MC 场次顺序推定（7/18 起第 1 天，第 6 天=8/1 已由档案标题锚定），分 P 未做音频核对
XMjk1MDYwOTY0MA==,2017-08-07 16:46,64:25,【女流】我的世界《大周建国史》全流程第08天Part3,可补来源·既有条目,2017-08-04-live-01,大周建国史第8天；档案标题「大周MC第八天」天数一致
XMjk1MDU1NzAzMg==,2017-08-07 16:44,69:11,【女流】我的世界《大周建国史》全流程第07天Part3,可补来源·既有条目,2017-08-02-live-01,大周建国史第7天；档案 08-02「我的世界」；贴吧 8/2 记 MC 1.12；按 1.12 服 MC 场次顺序推定（7/18 起第 1 天，第 6 天=8/1 已由档案标题锚定），分 P 未做音频核对
XMjk1MDU0OTE4NA==,2017-08-07 16:32,69:10,【女流】我的世界《大周建国史》全流程第07天Part1,可补来源·既有条目,2017-08-02-live-01,大周建国史第7天；档案 08-02「我的世界」；贴吧 8/2 记 MC 1.12；按 1.12 服 MC 场次顺序推定（7/18 起第 1 天，第 6 天=8/1 已由档案标题锚定），分 P 未做音频核对
XMjk1MDU1ODQ0NA==,2017-08-07 16:30,64:26,【女流】我的世界《大周建国史》全流程第08天Part1,可补来源·既有条目,2017-08-04-live-01,大周建国史第8天；档案标题「大周MC第八天」天数一致
XMjkzOTIyODU2OA==,2017-08-02 15:23,91:55,【女流】我的世界《大周建国史》全流程第06天Part2,可补来源·既有条目,2017-08-01-live-01,大周建国史第6天；档案标题「大周MC第六天」天数一致
XMjkzOTIyNzg1Ng==,2017-08-02 15:20,91:54,【女流】我的世界《大周建国史》全流程第06天Part1,可补来源·既有条目,2017-08-01-live-01,大周建国史第6天；档案标题「大周MC第六天」天数一致
XMjkzMTc0NTEyNA==,2017-07-29 23:30,04:36,【女流】心灵砒霜（直播集锦-7.23）,精剪短片·非完整录像,,30 分钟以下剪辑；母场本轮未逐条对应
XMjkyNTc2MzM1Ng==,2017-07-28 03:20,111:14,【女流】我的世界《大周建国史》全流程第04天Part1,可补来源·既有条目,2017-07-22-live-01,大周建国史第4天；档案 07-22「我的世界」；贴吧 7/22 记 MC；按 1.12 服 MC 场次顺序推定（7/18 起第 1 天，第 6 天=8/1 已由档案标题锚定），分 P 未做音频核对
XMjkyNTc2NTMxNg==,2017-07-28 03:16,111:14,【女流】我的世界《大周建国史》全流程第04天Part2,可补来源·既有条目,2017-07-22-live-01,大周建国史第4天；档案 07-22「我的世界」；贴吧 7/22 记 MC；按 1.12 服 MC 场次顺序推定（7/18 起第 1 天，第 6 天=8/1 已由档案标题锚定），分 P 未做音频核对
XMjkyNDg0MDI0MA==,2017-07-28 03:12,100:36,【女流】我的世界《大周建国史》全流程第02天Part1,可补来源·既有条目,2017-07-19-live-01,大周建国史第2天；档案 07-19「我的世界」；贴吧 7/19 记 MC；按 1.12 服 MC 场次顺序推定（7/18 起第 1 天，第 6 天=8/1 已由档案标题锚定），分 P 未做音频核对
XMjkyNTcyOTk2MA==,2017-07-28 03:02,100:37,【女流】我的世界《大周建国史》全流程第02天Part2,可补来源·既有条目,2017-07-19-live-01,大周建国史第2天；档案 07-19「我的世界」；贴吧 7/19 记 MC；按 1.12 服 MC 场次顺序推定（7/18 起第 1 天，第 6 天=8/1 已由档案标题锚定），分 P 未做音频核对
XMjkyNTcxNjE0MA==,2017-07-28 02:54,57:20,【女流】我的世界《大周建国史》全流程第01天Part3,可补来源·既有条目,2017-07-18-live-01,大周建国史第1天；档案 07-18「我的世界」；贴吧 7/18 记 MC；按 1.12 服 MC 场次顺序推定（7/18 起第 1 天，第 6 天=8/1 已由档案标题锚定），分 P 未做音频核对
XMjkyNTcwNzM2OA==,2017-07-28 02:36,50:35,【女流】我的世界《大周建国史》全流程第01天Part1,可补来源·既有条目,2017-07-18-live-01,大周建国史第1天；档案 07-18「我的世界」；贴吧 7/18 记 MC；按 1.12 服 MC 场次顺序推定（7/18 起第 1 天，第 6 天=8/1 已由档案标题锚定），分 P 未做音频核对
XMjkyNTcxMDE1Ng==,2017-07-28 02:36,49:06,【女流】我的世界《大周建国史》全流程第01天Part2,可补来源·既有条目,2017-07-18-live-01,大周建国史第1天；档案 07-18「我的世界」；贴吧 7/18 记 MC；按 1.12 服 MC 场次顺序推定（7/18 起第 1 天，第 6 天=8/1 已由档案标题锚定），分 P 未做音频核对
XMjkyNTc0MjQyNA==,2017-07-28 02:34,76:10,【女流】我的世界《大周建国史》全流程第03天Part2,可补来源·既有条目,2017-07-21-live-01,大周建国史第3天；档案 07-21「我的世界」；贴吧 7/21 记 MC；按 1.12 服 MC 场次顺序推定（7/18 起第 1 天，第 6 天=8/1 已由档案标题锚定），分 P 未做音频核对
XMjkyNTczMzE0NA==,2017-07-28 02:24,76:09,【女流】我的世界《大周建国史》全流程第03天Part1,可补来源·既有条目,2017-07-21-live-01,大周建国史第3天；档案 07-21「我的世界」；贴吧 7/21 记 MC；按 1.12 服 MC 场次顺序推定（7/18 起第 1 天，第 6 天=8/1 已由档案标题锚定），分 P 未做音频核对
XMjkyNTc2NzQ1Ng==,2017-07-28 02:20,67:11,【女流】我的世界《大周建国史》全流程第05天Part1,已在档案,2017-07-25-live-01,大周建国史第5天；2026-09-23 据贴吧 7/25 记录与场次顺序建条目并挂为来源
XMjkyNTc0Mzc4NA==,2017-07-28 02:17,76:09,【女流】我的世界《大周建国史》全流程第03天Part3,可补来源·既有条目,2017-07-21-live-01,大周建国史第3天；档案 07-21「我的世界」；贴吧 7/21 记 MC；按 1.12 服 MC 场次顺序推定（7/18 起第 1 天，第 6 天=8/1 已由档案标题锚定），分 P 未做音频核对
XMjkyNTc2ODc4OA==,2017-07-28 01:24,67:09,【女流】我的世界《大周建国史》全流程第05天Part2,已在档案,2017-07-25-live-01,大周建国史第5天；2026-09-23 据贴吧 7/25 记录与场次顺序建条目并挂为来源
XMjkxMjE2MzY0NA==,2017-07-22 21:07,04:32,【女流】心灵砒霜（直播集锦-7.17）,精剪短片·非完整录像,,30 分钟以下剪辑；母场本轮未逐条对应
XMjg5NTY5MDQ0MA==,2017-07-17 20:23,05:16,【女流】心灵砒霜（直播集锦-7.9）,精剪短片·非完整录像,,30 分钟以下剪辑；母场本轮未逐条对应
XMjg0NjkzOTg2MA==,2017-06-24 20:22,11:46,女流专访吉田修平：会看游戏直播的全球总裁,精剪短片·非完整录像,,30 分钟以下剪辑；母场本轮未逐条对应
XMjgzMzUwODE3Mg==,2017-06-18 13:27,03:24,《女流带你逛E3》各大展台回顾,精剪短片·非完整录像,,30 分钟以下剪辑；母场本轮未逐条对应
XMjgyNTA1MDA3Ng==,2017-06-15 01:35,03:12,《女流带你看E3》索尼展前发布会回顾,精剪短片·非完整录像,,30 分钟以下剪辑；母场本轮未逐条对应
XMjgyMDA3MjMyMA==,2017-06-12 16:39,09:47,《星露谷物语》人人都是欧皇,精剪短片·非完整录像,,30 分钟以下剪辑；母场本轮未逐条对应
XMjgwMjM1NDg1Mg==,2017-06-04 11:30,109:50,【女流】The Final Station全流程+DLC（P3 of 3）,疑为直播录像·分P对应未定,2017-05-13-live-01 / 2017-05-15-live-01 / 2017-05-16-live-01,Final Station 全流程+DLC 三段；档案与贴吧均记 5/13、5/15、5/16 三天。三段 489 分 vs 档案 597 分，分 P 与场次不一一对应，需音频核对
XMjgwMjU1Mjg5Ng==,2017-06-04 11:15,180:04,【女流】The Final Station全流程+DLC（P2 of 3）,疑为直播录像·分P对应未定,2017-05-13-live-01 / 2017-05-15-live-01 / 2017-05-16-live-01,Final Station 全流程+DLC 三段；档案与贴吧均记 5/13、5/15、5/16 三天。三段 489 分 vs 档案 597 分，分 P 与场次不一一对应，需音频核对
XMjgwMjUxMjUyNA==,2017-06-04 11:00,198:43,【女流】The Final Station全流程+DLC（P1 of 3）,疑为直播录像·分P对应未定,2017-05-13-live-01 / 2017-05-15-live-01 / 2017-05-16-live-01,Final Station 全流程+DLC 三段；档案与贴吧均记 5/13、5/15、5/16 三天。三段 489 分 vs 档案 597 分，分 P 与场次不一一对应，需音频核对
XMjc3Nzk0NDg0NA==,2017-05-21 23:42,07:22,《星露谷物语》不为人知的“邻里关系”,精剪短片·非完整录像,,30 分钟以下剪辑；母场本轮未逐条对应
XMjc2ODE5MzM5Mg==,2017-05-16 22:13,150:42,【女流】艾迪芬奇的记忆,可补来源·既有条目,2017-05-12-live-02,档案与贴吧（5/12）均只有这一场艾迪芬奇；本片 151 分，档案 186 分
XMjc1MTY2NDc5Mg==,2017-05-08 14:24,75:27,【女流】小小噩梦全流程P3,可补来源·既有条目,2017-05-06-live-01,小小噩梦三段合计 213 分；档案与贴吧（5/6）均只有这一场，档案 247 分
XMjc1MTY2NDMwMA==,2017-05-08 14:23,69:00,【女流】小小噩梦全流程P1,可补来源·既有条目,2017-05-06-live-01,小小噩梦三段合计 213 分；档案与贴吧（5/6）均只有这一场，档案 247 分
XMjc1MTY2NDU2OA==,2017-05-08 14:16,68:34,【女流】小小噩梦全流程P2,可补来源·既有条目,2017-05-06-live-01,小小噩梦三段合计 213 分；档案与贴吧（5/6）均只有这一场，档案 247 分
XMjczMjQyMzU2OA==,2017-04-27 21:08,21:13,《影之刃2》左殇登场！全新大漠剧情初探,精剪短片·非完整录像,,30 分钟以下剪辑；母场本轮未逐条对应
XMjcxNTg2MjA0NA==,2017-04-19 01:05,156:11,【女流】盛世天下之女帝篇part3of3,可补来源·既有条目,2017-04-15-live-01 / 2017-04-16-live-02,女帝篇三段合计 463 分 ≈ 档案 4/15（365）+4/16 live-02（95）=460；贴吧 4/15、4/16 记「盛世天下 女帝篇」，4/14 记「盛世天下DLC 狄仁杰篇」。分 P 边界未核，暂不写入。另见冲突：档案 2017-04-14-live-01 题为「女帝篇」
XMjcxNTg2MjAxMg==,2017-04-19 01:05,157:38,【女流】盛世天下之女帝篇part2of3,可补来源·既有条目,2017-04-15-live-01 / 2017-04-16-live-02,女帝篇三段合计 463 分 ≈ 档案 4/15（365）+4/16 live-02（95）=460；贴吧 4/15、4/16 记「盛世天下 女帝篇」，4/14 记「盛世天下DLC 狄仁杰篇」。分 P 边界未核，暂不写入。另见冲突：档案 2017-04-14-live-01 题为「女帝篇」
XMjcxNTg2MTgwOA==,2017-04-19 01:02,149:10,【女流】盛世天下之女帝篇part1of3,可补来源·既有条目,2017-04-15-live-01 / 2017-04-16-live-02,女帝篇三段合计 463 分 ≈ 档案 4/15（365）+4/16 live-02（95）=460；贴吧 4/15、4/16 记「盛世天下 女帝篇」，4/14 记「盛世天下DLC 狄仁杰篇」。分 P 边界未核，暂不写入。另见冲突：档案 2017-04-14-live-01 题为「女帝篇」
XMjY1MDEwMTkxNg==,2017-03-20 01:30,92:41,【女流】伊森卡特的消失Part3of3,疑为直播录像·分P对应未定,2017-02-18-live-01 / 2017-03-01-live-01,伊森卡特的消失三段合计 285 分；档案 2/18「Kalimba 和 The Vanishing…」（246）与 3/1（60，贴吧同记）。分 P 对应需音频核对
XMjY0MDg4MTIxNg==,2017-03-15 18:58,107:47,【女流】伊森卡特的消失Part2of3,疑为直播录像·分P对应未定,2017-02-18-live-01 / 2017-03-01-live-01,伊森卡特的消失三段合计 285 分；档案 2/18「Kalimba 和 The Vanishing…」（246）与 3/1（60，贴吧同记）。分 P 对应需音频核对
XMjY0MDg2MjI4OA==,2017-03-15 18:27,85:05,【女流】伊森卡特的消失Part1of3,疑为直播录像·分P对应未定,2017-02-18-live-01 / 2017-03-01-live-01,伊森卡特的消失三段合计 285 分；档案 2/18「Kalimba 和 The Vanishing…」（246）与 3/1（60，贴吧同记）。分 P 对应需音频核对
XMjUyMTY5MzQwOA==,2017-02-20 14:30,04:39,【几何冲刺】女流Clutterfunk关过关视频,精剪短片·非完整录像,,30 分钟以下剪辑；母场本轮未逐条对应
XMjUwMDk2MjUzMg==,2017-02-07 23:20,13:44,【女流】粉丝制作：66直播两周年快乐,精剪短片·非完整录像,,30 分钟以下剪辑；母场本轮未逐条对应
XMjQ4MjgyNDExNg==,2017-01-23 16:14,221:13,【女流】心灵砒霜玄学砒霜,未决·日期与档案冲突,2017-01-15-live-01 / 2017-01-22-live-01,同题「玄学砒霜」在档案为 1/15（151 分），但本片 221 分、1/23 上传，更贴近 1/22 周日砒霜（档案 77 分）。两者之一，需音频核对
XMjQ4MjgyNDQ5Mg==,2017-01-23 14:37,157:05,【女流】女流教你怎么尬聊,疑为直播录像·直播日未定,,157 分，2017-01-23 上传；贴吧与档案 1/20～1/22 无同题场次，直播日未定
XMTg4OTQ2NDc0NA==,2016-12-29 17:56,06:02,【女流】心灵砒霜精选毒舌6,剪辑片段,,心灵砒霜精选毒舌6
XMTg3NDk3NzM2MA==,2016-12-21 14:46,173:27,【女流】Event[0]游戏通关解说,可补来源·既有条目,2016-12-12-live-02,Event[0] 通关解说 173 分；档案 12-12 零号事件 237 分
XMTg3NDk5NTM5Mg==,2016-12-21 12:37,194:20,女流【心灵砒霜】得病之后的砒霜额外毒,可补来源·既有条目,2016-12-19-live-01,上传 12-21，时长 194 与档案 195 一致
XMTg2MDQ3OTk2MA==,2016-12-12 09:06,183:54,女流【心灵砒霜】家谱附录曝光：事已至此,可补来源·既有条目,2016-12-11-live-01,上传 12-12，时长 184 与档案 184 一致
XMTg0OTY4NDE4NA==,2016-12-05 08:56,201:13,女流【心灵砒霜】石家家谱更新至5.0,可补来源·既有条目,2016-12-04-live-01,同题「石家家谱更新至5.0」，本片 201:13 与档案 201 分一致，12-05 上传
XMTgzODYxOTgwMA==,2016-11-28 08:40,205:37,女流【心灵砒霜】与壮壮的疯狂暴击,可补来源·既有条目,2016-11-27-live-01,同题；本片 206 分，档案 136 分
XMTgzMDkzODkyOA==,2016-11-23 00:50,06:01,女流-咱爸被封了！-by 黑粉ACD玄武,粉丝剪辑,,by 黑粉ACD玄武
XMTgyNzc5MTI3Ng==,2016-11-21 04:23,147:39,女流【心灵砒霜】大壮远程鹤顶红支援,可补来源·既有条目,2016-11-20-live-01,同题
XMTgxOTk4MjAzMg==,2016-11-15 16:59,125:35,女流【心灵砒霜】情书Q歪了？,疑为直播录像·直播日未定,2016-11-13-live-01（待核）,心灵砒霜「情书Q歪了」，上传 11-15
XMTgxMDAzNDYzNg==,2016-11-08 09:17,164:31,女流【心灵砒霜】66深情演唱一代女王六则天,疑为直播录像·直播日未定,2016-11-06-live-01（待核）,心灵砒霜「六则天」，上传 11-08；11-06 为周日
XMTc4MzY5MTgyMA==,2016-11-02 04:29,152:10,女流【心灵砒霜】10月30日姐弟版,可补来源·既有条目,2016-10-30-live-01,标题 10月30日；档案该条为 74 分音频，本片 152 分
XMTc4MzY5ODgzMg==,2016-11-02 00:52,10:55,【女流】 overcook 连姐弟关系都能破坏的游戏,剪辑片段,,overcooked 姐弟 10:55 精选
XMTc4MTExNzY2MA==,2016-10-31 18:20,237:54,【女流】橙光游戏 后宫三千人part1,疑为直播录像·直播日未定,2016-10-24/27/28 之一,后宫三千人 part1；贴吧 2016 专贴正好记三天（10/24、10/27、10/28），与档案三条一致。三段 238/204/181 分 vs 档案 256/227/146 分，按顺序对应最自然但未核
XMTc4MTExNzQ4OA==,2016-10-31 14:46,204:29,【女流】橙光游戏 后宫三千人part2,疑为直播录像·直播日未定,2016-10-24/27/28 之一,后宫三千人 part2；贴吧 2016 专贴正好记三天（10/24、10/27、10/28），与档案三条一致。三段 238/204/181 分 vs 档案 256/227/146 分，按顺序对应最自然但未核
XMTc4MTExNzM0MA==,2016-10-31 12:27,181:15,【女流】橙光游戏 后宫三千人part3,疑为直播录像·直播日未定,2016-10-24/27/28 之一,后宫三千人 part3；贴吧 2016 专贴正好记三天（10/24、10/27、10/28），与档案三条一致。三段 238/204/181 分 vs 档案 256/227/146 分，按顺序对应最自然但未核
XMTc3MjYyMzQyOA==,2016-10-24 21:17,149:36,女流【心灵砒霜】10月23日,可补来源·既有条目,2016-10-23-live-01,标题 10月23日；档案该条为音频
XMTc2NTM5ODQ0MA==,2016-10-19 04:34,163:53,女流【心灵砒霜】10月16日双人心灵核弹,可补来源·既有条目,2016-10-16-live-01,标题 10月16日；档案该条为音频
XMTc1NDg1ODIyMA==,2016-10-10 19:03,203:54,女流【心灵砒霜】10月9日,可补来源·既有条目,2016-10-09-live-01,标题 10月9日；档案该条为音频
XMTczOTAyODY0MA==,2016-09-26 20:51,108:54,女流【心灵砒霜】9月25日读邮件,可补来源·既有条目,2016-09-25-live-01,标题 9月25日；档案该条为音频
XMTczMjA5NzE0OA==,2016-09-20 22:25,63:06,女流【心灵砒霜】9月19日读邮件,未决·日期与档案冲突,2016-09-19-live-01,标题 9月19日砒霜 63 分，但档案 09-19 是《百战天虫》；9-18 为周日，需核
XMTcyMzI0OTkyMA==,2016-09-13 01:45,164:50,女流【心灵砒霜】9月11日读邮件,可补来源·既有条目,2016-09-11-live-01,标题 9月11日
XMTcwNDgzNDkwNA==,2016-08-29 22:02,149:55,女流【心灵砒霜】8月28日读邮件,可补来源·既有条目,2016-08-28-live-01,标题 8月28日；档案该条为音频
XMTY5NjU2Mzk4OA==,2016-08-23 21:32,177:01,【心灵砒霜】女流8月22日读邮件,可补来源·既有条目,2016-08-22-live-01,标题 8月22日
XMTY3NzcwMDkzMg==,2016-08-09 20:42,179:36,【心灵砒霜】女流8月7日读邮件,可补来源·既有条目,2016-08-07-live-01,标题 8月7日；档案该条为音频＋A站影像
XMTY1OTUyMjMzMg==,2016-07-27 02:31,195:35,【心灵砒霜】女流7月24日读邮件,可补来源·既有条目,2016-07-24-live-01,标题 7月24日
XMTY1NzcxMjU2OA==,2016-07-25 22:15,141:00,《Starbound》女流&炸鱼联机实况Day1,可补来源·既有条目,2016-07-23-live-01,Starbound 联机 Day1（档案 07-23 为 day1），需核时长 141 vs 172
XMTYzNTM4MjkwOA==,2016-07-07 23:20,52:32,【女流】Inside全收集通关解说★全成就解锁隐藏结局★Part 3,未决·直播还是视频,,Inside P3
XMTYzMjA0NjkyMA==,2016-07-05 11:10,52:53,【女流】Inside全收集通关解说★全成就解锁隐藏结局★Part2,未决·直播还是视频,,Inside P2
XMTYzMDUzNDM2MA==,2016-07-04 02:39,42:25,【女流】Inside全收集通关解说★全成就解锁隐藏结局★Part1,未决·直播还是视频,,Inside 全收集通关解说 P1；贴吧 2016 专贴无 Inside 记录，疑为录制视频
XMTYyNjg3NTIzMg==,2016-07-01 00:01,85:03,【女流】幽灵诡计直播实况Part 10（真相大白）,疑为直播录像·直播日未定,2016-06-24/25/27/28（幽灵诡计 day1–4）,幽灵诡计直播实况 10 段，分属四天，需按时长/音频对应；贴吧 2016 专贴记 6/24、6/25、6/27、6/28 四天，与档案一致
XMTYyNDkzMTUyOA==,2016-06-29 14:02,88:51,【女流】幽灵诡计直播实况Part 9（潜艇危机）,疑为直播录像·直播日未定,2016-06-24/25/27/28（幽灵诡计 day1–4）,幽灵诡计直播实况 10 段，分属四天，需按时长/音频对应；贴吧 2016 专贴记 6/24、6/25、6/27、6/28 四天，与档案一致
XMTYyMzYzNjE5Ng==,2016-06-28 12:30,65:36,【女流】幽灵诡计直播实况Part 8（究竟谁是我）,疑为直播录像·直播日未定,2016-06-24/25/27/28（幽灵诡计 day1–4）,幽灵诡计直播实况 10 段，分属四天，需按时长/音频对应；贴吧 2016 专贴记 6/24、6/25、6/27、6/28 四天，与档案一致
XMTYyMzQ1Njg2MA==,2016-06-28 09:29,54:51,【女流】幽灵诡计直播实况Part 7（人狗合一）,疑为直播录像·直播日未定,2016-06-24/25/27/28（幽灵诡计 day1–4）,幽灵诡计直播实况 10 段，分属四天，需按时长/音频对应；贴吧 2016 专贴记 6/24、6/25、6/27、6/28 四天，与档案一致
XMTYyMzQxMTEyMA==,2016-06-28 08:26,81:53,【女流】幽灵诡计直播实况Part 6（解决家庭纠纷）,疑为直播录像·直播日未定,2016-06-24/25/27/28（幽灵诡计 day1–4）,幽灵诡计直播实况 10 段，分属四天，需按时长/音频对应；贴吧 2016 专贴记 6/24、6/25、6/27、6/28 四天，与档案一致
XMTYyMjQ5NjU0MA==,2016-06-27 14:42,83:40,【心灵砒霜】女流6月26日读邮件,可补来源·既有条目,2016-06-26-live-01,标题 6月26日
XMTYyMTcyMDkwMA==,2016-06-26 21:38,102:37,【女流】幽灵诡计直播实况Part 5（机智越狱）,疑为直播录像·直播日未定,2016-06-24/25/27/28（幽灵诡计 day1–4）,幽灵诡计直播实况 10 段，分属四天，需按时长/音频对应；贴吧 2016 专贴记 6/24、6/25、6/27、6/28 四天，与档案一致
XMTYyMTMwMjM4MA==,2016-06-26 14:00,73:48,【女流】幽灵诡计直播实况Part 4（餐厅惊魂）,疑为直播录像·直播日未定,2016-06-24/25/27/28（幽灵诡计 day1–4）,幽灵诡计直播实况 10 段，分属四天，需按时长/音频对应；贴吧 2016 专贴记 6/24、6/25、6/27、6/28 四天，与档案一致
XMTYyMTIwNDcxNg==,2016-06-26 12:27,82:02,【女流】幽灵诡计直播实况Part 3（杀人犯乔多）,疑为直播录像·直播日未定,2016-06-24/25/27/28（幽灵诡计 day1–4）,幽灵诡计直播实况 10 段，分属四天，需按时长/音频对应；贴吧 2016 专贴记 6/24、6/25、6/27、6/28 四天，与档案一致
XMTYyMDcxNTA0OA==,2016-06-25 23:06,78:33,【女流】幽灵诡计直播实况Part 2（导弹汪的救赎）,疑为直播录像·直播日未定,2016-06-24/25/27/28（幽灵诡计 day1–4）,幽灵诡计直播实况 10 段，分属四天，需按时长/音频对应；贴吧 2016 专贴记 6/24、6/25、6/27、6/28 四天，与档案一致
XMTYyMDI5MTAyOA==,2016-06-25 20:43,90:55,【女流】幽灵诡计直播实况Part 1（幽灵与狗）,疑为直播录像·直播日未定,2016-06-24/25/27/28（幽灵诡计 day1–4）,幽灵诡计直播实况 10 段，分属四天，需按时长/音频对应；贴吧 2016 专贴记 6/24、6/25、6/27、6/28 四天，与档案一致
XMTYxMDg4MjYxNg==,2016-06-17 03:54,02:32,女流E3微软之行：快评xbox展前发布会,新历史视频·档案未收,,E3 微软之行短片，2016-06-17
XMTYxMDg3ODEyMA==,2016-06-17 03:39,02:51,女流E3微软之行：win10全新体验 跨平台联机服务,新历史视频·档案未收,,E3 微软之行短片，2016-06-17
XMTU5ODQwOTE0MA==,2016-06-06 13:29,78:55,【心灵砒霜】6月5日直播生放送,可补来源·既有条目,2016-06-05-live-01,标题 6月5日
XMTU4MTAzMTk2MA==,2016-05-23 18:16,120:39,【心灵砒霜】5月22日直播生放送,可补来源·既有条目,2016-05-22-live-01,标题 5月22日
XMTU4MDA1MjQ2MA==,2016-05-23 00:57,104:37,【心灵砒霜】5月8日“片段1”直播生放送,可补来源·既有条目,2016-05-08-live-01,标题 5月8日 片段1
XMTU3OTg5MTMzMg==,2016-05-22 18:36,48:21,【心灵砒霜】5月8日片段2直播生放送,可补来源·既有条目,2016-05-08-live-01,标题 5月8日 片段2
XMTU0Nzc5NTc5Ng==,2016-04-25 20:42,150:13,【心灵砒霜】4月24日直播生放送,可补来源·既有条目,2016-04-24-live-01,标题 4月24日
XMTUzOTg1MDI2MA==,2016-04-19 03:31,143:32,【心灵砒霜】4月17日直播生放送,可补来源·既有条目,2016-04-17-live-01,标题 4月17日
XMTUzMjM0MTg2OA==,2016-04-12 20:19,156:01,【心灵砒霜】4月10日直播生放送,可补来源·既有条目,2016-04-10-live-01,标题 4月10日
XMTUwNjk5NDc3Mg==,2016-03-21 13:06,10:57,【女流变身剑客】台湾独立游戏《说剑》初体验,新历史视频·档案未收,,《说剑》初体验，2016-03-21
