entry_id,title,duration_min,existing_urls,candidate_url,candidate_title,assessment,existing_candidate_entry_ids
2022-12-19-live-01,【2022-12-19 15点场】女流66：【今日双倍】QTE到底,120,https://v.douyu.com/show/EO0XvN3xONa7DrBd,,,本次两个目录按日期未命中；不代表全网无源,
2022-12-29-live-01,【2022-12-29 15点场】女流66：烧脑解谜TIME~达芬奇3,161,https://v.douyu.com/show/0zZVvP9wPJ27O4E2,,,本次两个目录按日期未命中；不代表全网无源,
2023-01-01-live-02,【2023-01-01 01点场】女流66：跨个年156277,44,https://v.douyu.com/show/DrwnvzZXOemvPNaX,https://www.bilibili.com/video/BV1nd4y177Bf,P2-女流-2023.1.1-心灵砒霜弹幕版,排除：砒霜非凌晨跨年场,
2023-01-01-live-02,【2023-01-01 01点场】女流66：跨个年156277,44,https://v.douyu.com/show/DrwnvzZXOemvPNaX,https://www.bilibili.com/video/BV11G4y1m7kE,P1-女流-2023.1.1-心灵砒霜弹幕版,排除：砒霜非凌晨跨年场,2023-01-01-live-01
2023-01-01-live-02,【2023-01-01 01点场】女流66：跨个年156277,44,https://v.douyu.com/show/DrwnvzZXOemvPNaX,https://www.bilibili.com/video/BV1oD4y157is,女流-2023.1.1-心灵砒霜,排除：砒霜非凌晨跨年场,
2023-01-01-live-02,【2023-01-01 01点场】女流66：跨个年156277,44,https://v.douyu.com/show/DrwnvzZXOemvPNaX,https://www.acfun.cn/v/ac40339717,P1-女流-2023.1.1-心灵砒霜弹幕版,排除：砒霜非凌晨跨年场,2023-01-01-live-01
2023-01-01-live-02,【2023-01-01 01点场】女流66：跨个年156277,44,https://v.douyu.com/show/DrwnvzZXOemvPNaX,https://www.acfun.cn/v/ac40339694,P2-女流-2023.1.1-心灵砒霜弹幕版,排除：砒霜非凌晨跨年场,2023-01-01-live-01
2023-01-01-live-02,【2023-01-01 01点场】女流66：跨个年156277,44,https://v.douyu.com/show/DrwnvzZXOemvPNaX,https://www.acfun.cn/v/ac40330565,女流-2023.1.1-心灵砒霜,排除：砒霜非凌晨跨年场,
2023-01-07-live-01,【2023-01-07 15点场】女流66：156277直播间,240,https://v.douyu.com/show/DrwnvzZRVJVvPNaX,,,本次两个目录按日期未命中；不代表全网无源,
2023-01-08-live-01,【2023-01-08 15点场】女流66：【钻粉2.5倍】156277直播间,240,https://v.douyu.com/show/DO84vrKaPLG7edGr,,,本次两个目录按日期未命中；不代表全网无源,
2023-01-16-live-01,【2023-01-16 15点场】女流66：【女流】156277直播间,256,https://v.douyu.com/show/6Aw87OObrdm7YGkg,,,本次两个目录按日期未命中；不代表全网无源,
2023-01-24-live-01,【2023-01-24 17点场】女流66：【钻粉2.5倍】新年快乐,120,https://v.douyu.com/show/GnzXvb9qOGzW462l,,,本次两个目录按日期未命中；不代表全网无源,
2023-02-14-live-01,【2023-02-14 15点场】女流66：【女流】女魔头已成型,315,https://v.douyu.com/show/0zZVvP9jQnE7O4E2,,,本次两个目录按日期未命中；不代表全网无源,
2023-03-01-live-01,【2023-03-01 15点场】女流66：3月份的新66,321,https://v.douyu.com/show/jNBdvnrApARvE2yw,,,本次两个目录按日期未命中；不代表全网无源,
2023-03-07-live-01,【2023-03-07 15点场】女流66：都让开，老六来了,240,https://v.douyu.com/show/DO84vrKwYYQ7edGr,,,本次两个目录按日期未命中；不代表全网无源,
2023-03-14-live-01,【2023-03-14 13点场】女流66：156277直播间,120,https://v.douyu.com/show/yVmjvBbwgJdvqkNb,,,本次两个目录按日期未命中；不代表全网无源,
2023-03-19-live-01,【钻粉2.5倍】陪你下午茶 2023-03-19 17点场,111,https://v.douyu.com/show/JmbBMk91XNNv40XA,,,本次两个目录按日期未命中；不代表全网无源,
2023-03-21-live-01,【2023-03-21 12点场】女流66：【女流】156277直播间,401,https://v.douyu.com/show/4xq3WDpZYylWLGNz,,,本次两个目录按日期未命中；不代表全网无源,
2023-03-28-live-01,【2023-03-28 13点场】女流66：晚8点看wegame发布,240,https://v.douyu.com/show/6Aw87OOLyA07YGkg,,,本次两个目录按日期未命中；不代表全网无源,
2023-06-28-live-01,【2023-06-28 13点场】女流66：最终幻想16今日大结局,455,https://v.douyu.com/show/ZB5Kv9YreDZva93x,,,本次两个目录按日期未命中；不代表全网无源,
